Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"C1","10F","CP_Radial_D10.0mm_P5.00mm",111.057915,-143.400000,180.000000,top
"C2","10F","CP_Radial_D10.0mm_P5.00mm",97.999426,-143.400000,180.000000,top
"C3","10F","CP_Radial_D10.0mm_P5.00mm",84.940937,-143.400000,180.000000,top
"C4","10F","CP_Radial_D10.0mm_P5.00mm",71.882448,-143.400000,180.000000,top
"C5","10F","CP_Radial_D10.0mm_P5.00mm",58.823959,-143.400000,180.000000,top
"C7","10u","C_0805_2012Metric",89.122000,-109.302000,90.000000,top
"C8","10u","C_0805_2012Metric",89.154000,-112.776000,-90.000000,top
"C9","100n","C_0805_2012Metric",78.066000,-108.700000,-90.000000,top
"C10","10u","C_0805_2012Metric",82.475332,-126.038000,0.000000,top
"C11","1u","C_0805_2012Metric",78.930666,-126.038000,180.000000,top
"C12","1u","C_0805_2012Metric",66.915000,-112.300000,-90.000000,top
"C13","10u","C_0805_2012Metric",61.400000,-108.720000,90.000000,top
"C14","100n","C_0805_2012Metric",61.400000,-112.320000,-90.000000,top
"C15","4.7u","C_0805_2012Metric",86.406000,-132.569500,-90.000000,top
"C16","4.7u","C_0805_2012Metric",84.366000,-132.569500,-90.000000,top
"C17","4.7n","C_0805_2012Metric",82.326000,-132.569500,-90.000000,top
"C18","100n","C_0805_2012Metric",71.716000,-131.294500,90.000000,top
"C19","10n","C_0805_2012Metric",82.326000,-128.879500,90.000000,top
"C20","4.7n","C_0805_2012Metric",75.386000,-126.038000,180.000000,top
"C21","33u","C_0805_2012Metric",69.572000,-134.929500,90.000000,top
"C22","39p","C_0805_2012Metric",71.716000,-127.659500,90.000000,top
"C23","33u","C_0805_2012Metric",71.716000,-134.929500,90.000000,top
"D1","PTVSHC3D15VUH","D_SOD-323",91.100000,-109.220000,-90.000000,top
"D2","B340LA-13-F","D_SMA",95.665000,-109.370000,0.000000,top
"D3","Green","LED_0805_2012Metric",113.030000,-134.366000,180.000000,top
"D4","B340LA-13-F","D_SMA",84.806000,-136.144000,180.000000,top
"D5","Green","LED_0805_2012Metric",113.014095,-130.302000,180.000000,top
"D6","Green","LED_0805_2012Metric",113.030000,-132.334000,180.000000,top
"D7","PTVSHC3D15VUH","D_SOD-323",59.300000,-110.500000,-90.000000,top
"D8","B340A","D_SMA",76.911000,-134.949500,0.000000,top
"D9","Green","LED_0805_2012Metric",113.030000,-136.398000,180.000000,top
"F1","Fuse_Small","Fuse_1206_3216Metric",88.646000,-130.678000,90.000000,top
"F2","Fuse_Small","Fuse_1206_3216Metric",100.400000,-109.900000,90.000000,top
"L1","6.8uH","Sunltech_SLO0530H",65.329000,-133.459500,-90.000000,top
"R1","10 3W","SMT_Resistor_4122",95.020000,-118.460000,180.000000,top
"R2","1k","R_1206_3216Metric",104.010000,-130.720000,90.000000,top
"R3","1k","R_1206_3216Metric",100.800000,-130.720000,90.000000,top
"R4","1k","R_1206_3216Metric",97.590000,-130.720000,90.000000,top
"R5","1k","R_1206_3216Metric",94.380000,-130.760000,90.000000,top
"R6","1k","R_1206_3216Metric",91.170000,-130.760000,90.000000,top
"R7","1k","R_0805_2012Metric",108.350000,-134.321000,0.000000,top
"R8","10k","R_0805_2012Metric",69.657500,-108.700000,-90.000000,top
"R9","10k","R_0805_2012Metric",72.400000,-108.700000,-90.000000,top
"R10","2.2k","R_0805_2012Metric",72.400000,-112.300000,-90.000000,top
"R11","2.2k","R_0805_2012Metric",69.672500,-112.300000,90.000000,top
"R12","10k","R_0805_2012Metric",64.172500,-108.700000,-90.000000,top
"R13","2.2k","R_0805_2012Metric",64.157500,-112.300000,-90.000000,top
"R14","1k","R_0805_2012Metric",108.350000,-130.257000,0.000000,top
"R15","1k","R_0805_2012Metric",108.350000,-132.289000,0.000000,top
"R16","1k","R_0805_2012Metric",86.000000,-126.038000,180.000000,top
"R18","1k","R_0805_2012Metric",75.200000,-112.300000,-90.000000,top
"R19","1k","R_0805_2012Metric",75.200000,-108.700000,90.000000,top
"R20","10k","R_0805_2012Metric",66.915000,-108.700000,90.000000,top
"R21","332k","R_0805_2012Metric",86.406000,-128.879500,90.000000,top
"R22","68.1k","R_0805_2012Metric",84.366000,-128.879500,90.000000,top
"R23","49.9k","R_0805_2012Metric",69.572000,-127.659500,90.000000,top
"R24","0","R_0805_2012Metric",61.116000,-127.659500,90.000000,top
"R25","10.2k","R_0805_2012Metric",63.230000,-127.659500,-90.000000,top
"R26","1.5k","R_0805_2012Metric",67.458000,-127.659500,90.000000,top
"R27","1k","R_0805_2012Metric",108.307500,-136.398000,0.000000,top
"R28","10 3W","SMT_Resistor_4122",95.020000,-124.630000,180.000000,top
"R33","200","R_0805_2012Metric",65.344000,-127.659500,90.000000,top
"SW1","Reset","SW_TS-1187A-B-A-B",68.100000,-118.618000,90.000000,top
"U1","KA431SMFTF","SOT-23",104.590000,-135.020000,-90.000000,top
"U2","KA431SMFTF","SOT-23",101.090000,-135.020000,-90.000000,top
"U3","KA431SMFTF","SOT-23",97.590000,-135.020000,-90.000000,top
"U4","KA431SMFTF","SOT-23",94.090000,-135.020000,-90.000000,top
"U5","KA431SMFTF","SOT-23",90.590000,-135.020000,-90.000000,top
"U6","AMS1117-3.3","SOT-223-3_TabPin2",83.566000,-110.998000,0.000000,top
"U7","STM8S003F3P","TSSOP-20_4.4x6.5mm_P0.65mm",76.200000,-118.618000,0.000000,top
"U8","TPS54331DR","SOIC127P599X175-8N",76.656000,-130.102000,90.000000,top
